"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Winda","Media","Zabezpieczenia","Wyposazenie","Material budynku","cena","urlo","miasto","Informacje dodatkowe","Okna","Dostepne od"
"1:202","35,5 m²","pelna wlasnosc","1 ","do zamieszkania","3/3","balkon","200 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1956","blok","nie",NA,NA,"meble","cegla","330 000 zl","https://www.otodom.pl/pl/oferta/dobra-oferta-pod-inwestycje-kawalerka-turzyn-ID4gEse","szczecin","piwnica","plastikowe",NA
"1:203","28,34 m²","pelna wlasnosc","1 ","do zamieszkania","4/4","zapytaj","195 zl","garaz/miejsce parkingowe","zapytaj","gazowe","wtórny","biuro nieruchomosci ","2015","kamienica","nie","telewizja kablowa, internet, telefon",NA,"meble","cegla","265 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-atrakcyjnej-lokalizacji-ID4gDGO","szczecin",NA,"plastikowe","2022-06-30"
"1:204","28,75 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","1/10","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1971","blok","tak",NA,NA,"meble","wielka plyta","275 000 zl","https://www.otodom.pl/pl/oferta/spoldzielcze-1-pietro-wymienione-instalacje-ID4gCq1","szczecin",NA,"plastikowe",NA
"1:205","36 m²","zapytaj","2 ","do zamieszkania","3/4","zapytaj","218 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1930","kamienica","nie",NA,NA,"meble","cegla","322 000 zl","https://www.otodom.pl/pl/oferta/ladne-2-pokoje-po-remoncie-w-srodmiesciu-ID4gBXn","szczecin","piwnica","plastikowe",NA
"1:206","25,87 m²","pelna wlasnosc","1 ","do wykonczenia","4/7","balkon","80 zl","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","tak","internet","domofon / wideofon",NA,NA,"279 000 zl","https://www.otodom.pl/pl/oferta/super-oferta-kawalerka-25-87m2-balkon-ID4gr7f","szczecin",NA,"plastikowe",NA
"1:207","25,6 m²","pelna wlasnosc","1 ","do zamieszkania","4/4","zapytaj","150 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ",NA,"kamienica","nie",NA,NA,NA,NA,"248 500 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-centrum-blisko-galaxy-ID4fPGj","szczecin",NA,"plastikowe",NA
"1:208","34,2 m²","pelna wlasnosc","1 ","do wykonczenia","1/6","taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,NA,"376 200 zl","https://www.otodom.pl/pl/oferta/maly-miejski-apartament-z-tarasem-41-mkw-ID4gBbi","szczecin","piwnica, pom. uzytkowe",NA,NA
"1:209","25,32 m²","pelna wlasnosc","1 ","do wykonczenia","3/5","balkon","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"392 460 zl","https://www.otodom.pl/pl/oferta/apartamentowiec-w-standardzie-5-gwiazdkowego-hotel-ID4gBa3","szczecin","piwnica",NA,NA
"1:210","36 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","zapytaj","170 zl","zapytaj","zapytaj","gazowe","pierwotny","biuro nieruchomosci ","1930","kamienica","nie",NA,NA,NA,"cegla","339 480 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-m-szczecin-ID4gB4u","szczecin",NA,"plastikowe",NA
"1:211","15,01 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","ogródek","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2024","blok","nie",NA,"domofon / wideofon",NA,NA,"197 081,30 zl","https://www.otodom.pl/pl/oferta/inwestycja-idealna-pod-wynajem-ID4gB49","szczecin","piwnica","plastikowe",NA
"1:212","29,81 m²","pelna wlasnosc","2 ","do wykonczenia","parter","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","nie",NA,NA,NA,NA,"301 081 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-nowa-inwestycja-top-oferta-ID4gB2Z","szczecin",NA,"plastikowe",NA
"1:213","36,6 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","5/10","balkon","360 zl","garaz/miejsce parkingowe","Wirtualny spacer","miejskie","wtórny","biuro nieruchomosci ","1980","blok","tak","telewizja kablowa, internet",NA,"meble","wielka plyta","349 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-w-centrum-idealne-pod-wynajem-ID4gAUP","szczecin","piwnica",NA,NA
"1:214","36,34 m²","zapytaj","2 ","zapytaj","1/3","zapytaj","350 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"nie",NA,NA,NA,NA,"336 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-niebuszewo-ID4gpxb","szczecin",NA,NA,NA
"1:215","29,74 m²","spóldzielcze wlasnosciowe","1 ","do remontu","4/11","zapytaj","270 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1975","blok","tak","telewizja kablowa, internet",NA,"meble","wielka plyta","280 000 zl","https://www.otodom.pl/pl/oferta/centrum-jasne-blonia-kawalerka-ID4gofD","szczecin","piwnica, oddzielna kuchnia",NA,NA
"1:216","32,65 m²","pelna wlasnosc","1 ","do wykonczenia","4/4","zapytaj","270 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","1930","kamienica","nie",NA,NA,NA,"cegla","279 000 zl","https://www.otodom.pl/pl/oferta/adaptacja-poddasza-centrum-ID4gyaz","szczecin",NA,NA,NA
"1:217","29,54 m²","pelna wlasnosc","1 ","do zamieszkania","8/10","zapytaj","385 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1980",NA,"nie",NA,NA,"meble",NA,"300 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-obok-hanza-tower-ID4gy64","szczecin",NA,NA,NA
"1:218","30,82 m²","pelna wlasnosc","2 ","do zamieszkania","parter/3","zapytaj","600 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1930",NA,"nie",NA,NA,"meble","cegla","339 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-parter-ul-sikorskiego-ID4gxSr","szczecin","piwnica",NA,NA
"1:219","31,59 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/kompaktowy-apartament-silver-forest-4-24-ID4eF6p","szczecin",NA,NA,NA
"1:220","31 m²","pelna wlasnosc","2 ","do wykonczenia","> 10/27","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2022","apartamentowiec","tak",NA,"system alarmowy, domofon / wideofon, monitoring / ochrona",NA,"beton","599 000 zl","https://www.otodom.pl/pl/oferta/apartament-na-18-pietrze-hanza-tower-31m2-ID4gwkd","szczecin",NA,"aluminiowe",NA
"1:221","28,4 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/komfortowy-apartament-silver-forest-4-25-ID4eF6n","szczecin",NA,NA,NA
"1:222","28,4 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/atrakcyjny-apartament-silver-forest-4-26-ID4eF6f","szczecin",NA,NA,NA
"1:223","30,5 m²","pelna wlasnosc","1 ","zapytaj","4","zapytaj","300 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"apartamentowiec","nie",NA,NA,NA,NA,"420 900 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-apartamentowcu-deptak-gryf-cena-netto-ID4guaK","szczecin",NA,"plastikowe",NA
"1:224","36 m²","pelna wlasnosc","2 ","do zamieszkania","2/2","zapytaj","250 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1930","kamienica","nie","telewizja kablowa, internet",NA,NA,"cegla","380 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-m-szczecin-ID4gtXE","szczecin",NA,NA,NA
"1:225","28,4 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/ustawny-apartament-silver-forest-4-27-ID4eF6c","szczecin",NA,NA,NA
"1:226","31,91 m²","pelna wlasnosc","1 ","do wykonczenia","parter/3","ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona, rolety antywlamaniowe",NA,"silikat","Zapytaj o cene","https://www.otodom.pl/pl/oferta/gardenia-pogodno-ostatnie-kawalerki-z-ogrodkiem-ID4gr1V","szczecin","piwnica","plastikowe",NA
"1:227","33 m²","spóldzielcze wlasnosciowe","2 ","do zamieszkania","1/4","zapytaj","328 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1974","blok","nie","telewizja kablowa, internet, telefon","domofon / wideofon","piekarnik, kuchenka","wielka plyta","295 000 zl","https://www.otodom.pl/pl/oferta/kameralne-przytulne-dobre-na-start-ID4eyar","szczecin","piwnica","plastikowe","2022-02-28"
"1:228","34,32 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/wygodny-apartament-silver-forest-4-28-ID4eF5V","szczecin",NA,NA,NA
"1:229","36 m²","zapytaj","2 ","do remontu","1","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","nie",NA,NA,NA,NA,"270 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-srodmiescie-do-remontu-ID4gs6Q","szczecin",NA,"plastikowe",NA
"1:230","25,02 m²","pelna wlasnosc","1 ","do zamieszkania","1/3","zapytaj","95 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","1930","kamienica","nie",NA,NA,"meble","cegla","288 000 zl","https://www.otodom.pl/pl/oferta/idealna-inwestycja-kapitalu-ID4gs1f","szczecin",NA,"plastikowe",NA
"1:231","37,55 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","zapytaj","300 zl","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj","wtórny","biuro nieruchomosci ","1920","kamienica","nie",NA,NA,NA,"cegla","294 000 zl","https://www.otodom.pl/pl/oferta/centrum-idealne-mieszkanie-pod-inwestycje-ID4grUt","szczecin",NA,NA,NA
"1:232","38 m²","zapytaj","2 ","zapytaj","8/11","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1982",NA,"nie",NA,NA,NA,NA,"315 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pok-o-pow-38m2-ID4grKa","szczecin",NA,NA,NA
"1:233","37,86 m²","zapytaj","1 ","do wykonczenia","parter/8","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ",NA,"blok","tak",NA,NA,NA,NA,"436 200 zl","https://www.otodom.pl/pl/oferta/emilii-plater-nowa-inwestycja-ID4grp4","szczecin","piwnica","plastikowe",NA
"1:234","34,32 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/przytulny-apartament-silver-forest-4-29-ID4eF5L","szczecin",NA,NA,NA
"1:235","36,57 m²","pelna wlasnosc","1 ","do wykonczenia","3/7","balkon","100 zl","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","tak","internet","domofon / wideofon",NA,NA,"339 000 zl","https://www.otodom.pl/pl/oferta/super-oferta-kawalerka-36-57m2-balkon-ID4gr7g","szczecin",NA,"plastikowe",NA
"1:236","31,91 m²","zapytaj","1 ","do wykonczenia","parter/3","ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak",NA,"drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona, rolety antywlamaniowe",NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/gardenia-pogodno-1-pokojowe-parter-z-ogrodkiem-ID4c5C4","szczecin",NA,"plastikowe",NA
"1:237","36 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","zapytaj","200 zl","zapytaj","zapytaj","gazowe","pierwotny","biuro nieruchomosci ",NA,"kamienica","nie",NA,NA,NA,"cegla","339 000 zl","https://www.otodom.pl/pl/oferta/nowe-2-pokoje-pod-klucz-blisko-urzedu-miasta-ID4gpFg","szczecin",NA,NA,NA
"1:238","33,02 m²","zapytaj","1 ","do wykonczenia","4","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec","tak","internet",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowy-apartament-silver-forest-4-31-ID4eF2N","szczecin",NA,NA,NA
"1:239","26,54 m²","pelna wlasnosc","1 ","zapytaj","1/3","zapytaj","160 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","2015","blok","nie",NA,NA,"meble",NA,"330 000 zl","https://www.otodom.pl/pl/oferta/nowa-kawalerka-blisko-miasteczka-akademickiego-ID4fsNP","szczecin",NA,"plastikowe","2022-06-10"
"1:240","32 m²","spóldzielcze wl. z KW","1 ","do remontu","4/10","balkon","340 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1984","blok","tak","telewizja kablowa, internet",NA,NA,"wielka plyta","240 000 zl","https://www.otodom.pl/pl/oferta/kawalerka32m2-4-p-niebuszewo-szczecin-do-remontu-ID4gm62","szczecin","oddzielna kuchnia","drewniane",NA
"1:241","24 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","> 10/11","taras","235 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1975",NA,"tak",NA,NA,NA,"wielka plyta","275 000 zl","https://www.otodom.pl/pl/oferta/centrum-widok-kawalerka-wojska-polskiego-275tys-zl-ID4fDE3","szczecin",NA,NA,NA
"1:242","36,45 m²","pelna wlasnosc","1 ","do zamieszkania","4/4","balkon","220 zl","garaz/miejsce parkingowe","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1900","kamienica","nie","telewizja kablowa, internet",NA,"meble","cegla","339 000 zl","https://www.otodom.pl/pl/oferta/wyremontowane-mieszkanie-o-powierzchni-36-45-m2-ID4gkAt","szczecin",NA,NA,NA
"1:243","30 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","pierwotny","biuro nieruchomosci ",NA,"kamienica","nie",NA,NA,NA,NA,"282 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-pod-klucz-w-centrum-szczecina-ID4gjzC","szczecin",NA,NA,NA
"1:244","31 m²","spóldzielcze wlasnosciowe","1 ","zapytaj","8/11","balkon","300 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1980","blok","tak",NA,NA,NA,NA,"278 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-do-remontu-w-topowej-lokalizacji-bukowe-ID4gdNz","szczecin",NA,"plastikowe",NA
"1:245","38 m²","pelna wlasnosc","2 ","do zamieszkania","1/5","balkon","200 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2017","blok","tak",NA,NA,"meble",NA,"479 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-balkon-tenisowa-ID4geIo","szczecin",NA,"plastikowe",NA
"1:246","33,31 m²","pelna wlasnosc","1 ","do wykonczenia","1/6","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","apartamentowiec","nie",NA,NA,NA,"cegla","393 058 zl","https://www.otodom.pl/pl/oferta/bezposrednio-nowa-kawalerka-z-balkonem-ul-celna-ID4fVGV","szczecin",NA,"plastikowe",NA
"1:247","30 m²","pelna wlasnosc","2 ","do zamieszkania","4/4","balkon","400 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","nie",NA,"domofon / wideofon","meble","cegla","250 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-przy-stawie-brodowskim-ID4gd7t","szczecin","piwnica","plastikowe",NA
"1:248","26,79 m²","spóldzielcze wlasnosciowe","1 ","do remontu","2/4","zapytaj","250 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1979","blok","nie","telewizja kablowa, internet, telefon",NA,NA,"wielka plyta","239 000 zl","https://www.otodom.pl/pl/oferta/pomorzany-kawalerka-2-pietro-niski-blok-ID4gcrr","szczecin","piwnica","plastikowe",NA
"1:249","32,2 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","zapytaj","70 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2010","blok","nie","telewizja kablowa, internet, telefon","system alarmowy, drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona","lodówka, meble","silikat","289 000 zl","https://www.otodom.pl/pl/oferta/andrzejewskiego-mieszkanie-lub-biuro-ID4gaT1","szczecin",NA,"plastikowe",NA
"1:250","28,63 m²","pelna wlasnosc","1 ","do zamieszkania","3/3","zapytaj","230 zl","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","1930","kamienica","nie",NA,NA,NA,"cegla","259 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-28-63-m-szczecin-ID4ganB","szczecin",NA,"plastikowe",NA
"1:251","36,43 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1998",NA,"nie",NA,NA,"piekarnik, kuchenka",NA,"325 000 zl","https://www.otodom.pl/pl/oferta/nowa-cena-po-remoncie-z-balkonem-ID4g7Ky","szczecin",NA,"plastikowe","2022-05-02"
"1:252","36,64 m²","spóldzielcze wl. z KW","1 ","do zamieszkania","2/11","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","tak",NA,"drzwi / okna antywlamaniowe, domofon / wideofon",NA,"wielka plyta","350 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-64-m-szczecin-ID4g2Ub","szczecin","piwnica, oddzielna kuchnia","plastikowe",NA
"1:253","35,09 m²","pelna wlasnosc","1 ","do zamieszkania","parter/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"nie","telefon",NA,NA,"cegla","317 000 zl","https://www.otodom.pl/pl/oferta/centrum-miejsce-parkingowe-galaxy-obok-ID4g0aZ","szczecin",NA,"plastikowe",NA
"1:254","31,18 m²","zapytaj","2 ","do zamieszkania","1/4","zapytaj","293,46 zl","garaz/miejsce parkingowe","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1930",NA,"nie",NA,NA,"meble","cegla","235 000 zl","https://www.otodom.pl/pl/oferta/szczecin-2-pokoje-centrum-sprzedaz-ID4fz7y","szczecin","piwnica, oddzielna kuchnia",NA,NA
"1:255","35,4 m²","zapytaj","2 ","zapytaj","3/7","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,"apartamentowiec","nie",NA,NA,NA,NA,"470 820 zl","https://www.otodom.pl/pl/oferta/2-pokoje-z-ogrodkiem-bezposrednio-ID4fVSb","szczecin",NA,NA,NA
"1:256","36,43 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","1/4","balkon","360 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1998","blok","nie",NA,NA,NA,"cegla","335 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-43-m-szczecin-ID4fRU4","szczecin",NA,NA,NA
"1:257","25,93 m²","pelna wlasnosc","1 ","do zamieszkania","4/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2016","blok","tak",NA,"monitoring / ochrona","lodówka, meble, pralka",NA,"379 000 zl","https://www.otodom.pl/pl/oferta/raginisa-kawalerka-z-2016-roku-ID4fO8s","szczecin",NA,"plastikowe",NA
"1:258","31,61 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"silikat","Zapytaj o cene","https://www.otodom.pl/pl/oferta/gardenia-pogodno-mieszkanie-1-pokojowe-ID4fMlc","szczecin",NA,"plastikowe",NA
"1:259","37,5 m²","pelna wlasnosc","2 ","do remontu","3/4","zapytaj","280 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1975","blok","nie",NA,NA,"meble","wielka plyta","329 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-w-atrakcyjnej-lokalizacji-ID4fKiL","szczecin","piwnica, oddzielna kuchnia","plastikowe",NA
"1:260","33,83 m²","zapytaj","1 ","do zamieszkania","6/22","zapytaj","zapytaj","zapytaj","Film","zapytaj","wtórny","biuro nieruchomosci ","2022",NA,"tak",NA,"monitoring / ochrona",NA,NA,"525 000 zl","https://www.otodom.pl/pl/oferta/hanza-tower-34-m2-6-pietro-loggia-ID4fIeQ","szczecin",NA,NA,NA
"1:261","32,65 m²","pelna wlasnosc","1 ","do zamieszkania","5/5","zapytaj","zapytaj","zapytaj","zapytaj","elektryczne","wtórny","biuro nieruchomosci ","1895","kamienica","nie",NA,NA,"meble",NA,"274 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-32m2-centrum-ID4fHL6","szczecin","pom. uzytkowe","plastikowe",NA
"1:262","27,18 m²","pelna wlasnosc","1 ","do zamieszkania","4/4","zapytaj","150 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1930","kamienica","nie","telewizja kablowa, internet",NA,"meble","cegla","269 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-centrum-poddasze-przy-pl-grunwaldzkim-ID4fEUR","szczecin",NA,"drewniane",NA
"1:263","35,85 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","gazowe","pierwotny","deweloper","2023","blok","nie","internet","domofon / wideofon",NA,"silikat","272 460 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-2-pokojowe-b11m8-bukowo-polnoc-ID4fA9p","szczecin",NA,"plastikowe","2023-12-30"
"1:264","36,03 m²","pelna wlasnosc","2 ","do wykonczenia","parter/2","ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","gazowe","pierwotny","deweloper","2023","blok","nie","internet","domofon / wideofon, rolety antywlamaniowe",NA,"silikat","288 240 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-z-ogrodkiem-b11m4-bukowo-polnoc-ID4fA9g","szczecin",NA,"plastikowe","2023-12-30"
"1:265","35,85 m²","pelna wlasnosc","2 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","gazowe","pierwotny","deweloper","2023","blok","nie","internet","domofon / wideofon",NA,"silikat","272 460 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-2-pokojowe-b9m8-bukowo-polnoc-ID4fA3D","szczecin",NA,"plastikowe","2023-12-15"
"1:266","33,39 m²","pelna wlasnosc","1 ","zapytaj","4/7","balkon","120 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2020","apartamentowiec","tak","internet",NA,NA,NA,"355 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-reda-city-winda-balkon-basen-ID4eMt2","szczecin","oddzielna kuchnia","plastikowe",NA
"1:267","37,37 m²","pelna wlasnosc","2 ","zapytaj","4/7","balkon","130 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2020","apartamentowiec","tak","telewizja kablowa, internet",NA,NA,NA,"399 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-reda-city-iv-pietro-basen-winda-ID4eMtg","szczecin","oddzielna kuchnia","plastikowe",NA
"1:268","33,87 m²","zapytaj","1 ","zapytaj","1/7","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2020","apartamentowiec","tak",NA,NA,NA,NA,"415 000 zl","https://www.otodom.pl/pl/oferta/apartament-river-house-ID4fx55","szczecin",NA,NA,NA
"1:269","31,76 m²","pelna wlasnosc","1 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","deweloper","2023","blok","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"silikat","Zapytaj o cene","https://www.otodom.pl/pl/oferta/gardenia-pogodno-mieszkanie-1-pokojowe-ID4fvQK","szczecin","piwnica","plastikowe",NA
"1:270","33,87 m²","pelna wlasnosc","1 ","do zamieszkania","parter/4","ogródek, taras","260 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2020","apartamentowiec","tak","internet","drzwi / okna antywlamaniowe, domofon / wideofon",NA,"cegla","415 000 zl","https://www.otodom.pl/pl/oferta/piekny-apartament-z-ogrodem-river-house-ID4fvza","szczecin",NA,"plastikowe",NA
"1:271","32,3 m²","pelna wlasnosc","1 ","do zamieszkania","3/4","zapytaj","250 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ","1999","blok","nie","telewizja kablowa",NA,NA,"cegla","279 000 zl","https://www.otodom.pl/pl/oferta/duza-kawalerka-balkon-szczecin-ID4frZz","szczecin","piwnica, pom. uzytkowe","plastikowe",NA
"1:272","37 m²","zapytaj","2 ","zapytaj","3/10","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1979","blok","tak",NA,NA,NA,NA,"368 000 zl","https://www.otodom.pl/pl/oferta/spoldzielcze-wlasnosciowe-prawo-do-lokalu-ID4fpAF","szczecin","piwnica","plastikowe",NA
