"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Informacje dodatkowe","Material budynku","cena","urlo","miasto","Dostepne od"
"1:746","32,4 m²","zapytaj","2 ","zapytaj","2","zapytaj","130 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,"piwnica","cegla","215 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-32-40-m-bydgoszcz-ID4fnCd","bydgoszcz",NA
"1:747","38 m²","zapytaj","2 ","do zamieszkania","3/10","balkon","380 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,"lodówka, meble, piekarnik, kuchenka","piwnica",NA,"249 000 zl","https://www.otodom.pl/pl/oferta/okazja-doskonala-inwestycja-ID4f8Zk","bydgoszcz",NA
"1:748","19 m²","zapytaj","1 ","zapytaj","2/2","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"99 000 zl","https://www.otodom.pl/pl/oferta/tania-kawalerka-ID4flD9","bydgoszcz",NA
"1:749","38 m²","pelna wlasnosc","3 ","zapytaj","3/3","zapytaj","387 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,"piwnica, oddzielna kuchnia","cegla","319 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-po-remoncie-okole-przy-kanale-bydgoskim-ID4flvQ","bydgoszcz",NA
"1:750","36,6 m²","zapytaj","2 ","zapytaj","4/4","balkon","370 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1989","blok","plastikowe","nie",NA,NA,NA,"piwnica, oddzielna kuchnia",NA,"280 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-start-osiedle-tatrzanskie-ID4fluY","bydgoszcz",NA
"1:751","35 m²","zapytaj","2 ","zapytaj","4/4","zapytaj","430 zl","zapytaj","Wirtualny spacer","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"234 999 zl","https://www.otodom.pl/pl/oferta/wyzyny-2-pokoje-35m2-4-pietro-ID4dBWm","bydgoszcz",NA
"1:752","37,57 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","balkon","zapytaj","garaz/miejsce parkingowe","","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/industria-przytulne-mieszkanie-m15-c-ID4eaN6","bydgoszcz",NA
"1:753","36 m²","zapytaj","2 ","zapytaj","4/4","zapytaj","360 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,"meble","piwnica",NA,"280 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-m-3-w-bloku-z-loggia-os-tatrzanskie-ID4fjjT","bydgoszcz",NA
"1:754","27 m²","zapytaj","1 ","zapytaj","1/3","zapytaj","300 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1930","kamienica","plastikowe","nie",NA,NA,NA,"piwnica","cegla","299 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-gotowe-do-zamieszkania-w-sercu-miasta-ID4fj2r","bydgoszcz",NA
"1:755","35,83 m²","zapytaj","2 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"cegla","354 717 zl","https://www.otodom.pl/pl/oferta/mieszkanie-bydgoszcz-centrum-ID4e7on","bydgoszcz",NA
"1:756","30,83 m²","zapytaj","2 ","do wykonczenia","3/3","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"cegla","305 217 zl","https://www.otodom.pl/pl/oferta/mieszkanie-bydgoszcz-centrum-ID4e7iY","bydgoszcz",NA
"1:757","37 m²","zapytaj","2 ","zapytaj","9/11","balkon","480 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak",NA,NA,NA,"piwnica",NA,"269 000 zl","https://www.otodom.pl/pl/oferta/m3-na-wyzynach-do-remontu-ID4fgFx","bydgoszcz",NA
"1:758","25,5 m²","pelna wlasnosc","1 ","zapytaj","parter/3","zapytaj","210 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,"pom. uzytkowe",NA,"205 200 zl","https://www.otodom.pl/pl/oferta/doskonale-pod-cele-inwestycyjne-ID4eYeX","bydgoszcz","2022-01-18"
"1:759","36,36 m²","pelna wlasnosc","2 ","zapytaj","1/3","zapytaj","zapytaj","zapytaj","Wirtualny spacer","miejskie","pierwotny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,NA,NA,NA,"silikat","359 964 zl","https://www.otodom.pl/pl/oferta/swietne-mieszkanie-pod-inwestycje-ID4ffoa","bydgoszcz",NA
"1:760","27,61 m²","pelna wlasnosc","1 ","zapytaj","3/4","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak",NA,NA,NA,"oddzielna kuchnia","cegla","229 163 zl","https://www.otodom.pl/pl/oferta/nowe-osiedle-przy-utp-ID49cvN","bydgoszcz",NA
"1:761","33,6 m²","pelna wlasnosc","2 ","zapytaj","2/4","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak",NA,NA,NA,"oddzielna kuchnia","cegla","267 120 zl","https://www.otodom.pl/pl/oferta/inwestycja-przy-utp-ID47HTw","bydgoszcz",NA
"1:762","27,83 m²","pelna wlasnosc","1 ","zapytaj","1/5","balkon","zapytaj","zapytaj","","miejskie","pierwotny","biuro nieruchomosci ","2023","blok",NA,"tak",NA,NA,NA,NA,"silikat","250 191 zl","https://www.otodom.pl/pl/oferta/nowosc-kawalerka-z-loggia-ID4dpv2","bydgoszcz",NA
"1:763","33,08 m²","pelna wlasnosc","2 ","zapytaj","4/4","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak",NA,NA,NA,"oddzielna kuchnia","cegla","269 602 zl","https://www.otodom.pl/pl/oferta/inwestycja-przy-utp-ID4cZNg","bydgoszcz",NA
"1:764","28,86 m²","pelna wlasnosc","1 ","zapytaj","2/4","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak",NA,NA,NA,"oddzielna kuchnia","cegla","236 652 zl","https://www.otodom.pl/pl/oferta/inwestycja-przy-utp-ID4cZN3","bydgoszcz",NA
"1:765","28,55 m²","pelna wlasnosc","1 ","zapytaj","4/4","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok","plastikowe","tak",NA,NA,NA,"oddzielna kuchnia","cegla","239 820 zl","https://www.otodom.pl/pl/oferta/inwestycja-przy-utp-ID4cZN5","bydgoszcz",NA
"1:766","36,33 m²","pelna wlasnosc","2 ","zapytaj","1/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,NA,NA,NA,"silikat","304 400 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkania-na-kapusciskach-ID4c8Rv","bydgoszcz",NA
"1:767","36,33 m²","pelna wlasnosc","2 ","zapytaj","parter/5","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","blok",NA,"tak",NA,NA,NA,NA,"silikat","304 400 zl","https://www.otodom.pl/pl/oferta/nowoczesne-mieszkania-na-kapusciskach-ID4e8St","bydgoszcz",NA
"1:768","34,91 m²","pelna wlasnosc","2 ","zapytaj","3/3","zapytaj","zapytaj","zapytaj","","miejskie","pierwotny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,NA,NA,NA,"silikat","345 609 zl","https://www.otodom.pl/pl/oferta/ukonczona-inwestycja-w-centrum-ID4e8Sk","bydgoszcz",NA
"1:769","35,83 m²","pelna wlasnosc","2 ","zapytaj","3/3","balkon","zapytaj","zapytaj","","miejskie","pierwotny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,NA,NA,NA,"silikat","354 717 zl","https://www.otodom.pl/pl/oferta/apartamenty-w-cenrtum-ID4dwTh","bydgoszcz",NA
"1:770","33,87 m²","pelna wlasnosc","2 ","zapytaj","3/3","balkon","zapytaj","zapytaj","","miejskie","pierwotny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,NA,NA,NA,"silikat","335 313 zl","https://www.otodom.pl/pl/oferta/apartamenty-w-cenrtum-ID4dwTi","bydgoszcz",NA
"1:771","30,83 m²","pelna wlasnosc","1 ","zapytaj","3/3","balkon","zapytaj","zapytaj","","miejskie","pierwotny","biuro nieruchomosci ","2021","apartamentowiec","plastikowe","tak",NA,NA,NA,NA,"silikat","305 217 zl","https://www.otodom.pl/pl/oferta/apartamenty-w-cenrtum-ID4dwTa","bydgoszcz",NA
"1:772","37,86 m²","zapytaj","3 ","zapytaj","3/3","zapytaj","380 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1902","kamienica","plastikowe","nie",NA,NA,NA,"oddzielna kuchnia",NA,"319 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-do-sprzedazy-ID4fey1","bydgoszcz",NA
"1:773","38 m²","zapytaj","2 ","zapytaj","1/2","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"199 900 zl","https://www.otodom.pl/pl/oferta/2-mieszkania-w-jednym-ID4fcck","bydgoszcz",NA
"1:774","20,77 m²","pelna wlasnosc","1 ","do zamieszkania","1/3","zapytaj","380 zl","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ",NA,"kamienica",NA,"nie",NA,NA,"meble",NA,"cegla","205 000 zl","https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-kawalerka-w-centrum-ID4fbfh","bydgoszcz",NA
"1:775","27,73 m²","pelna wlasnosc","1 ","do zamieszkania","1/3","zapytaj","400 zl","zapytaj","zapytaj","inne","wtórny","biuro nieruchomosci ",NA,"kamienica",NA,"nie",NA,NA,"meble",NA,"cegla","225 000 zl","https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-kawalerka-w-centrum-ID4fbfi","bydgoszcz",NA
"1:776","21 m²","pelna wlasnosc","1 ","do zamieszkania","1","zapytaj","380 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,NA,NA,NA,"cegla","205 000 zl","https://www.otodom.pl/pl/oferta/2-kawalerki-w-centrum-topowa-lokalizacja-bydgoszc-ID4fa3I","bydgoszcz",NA
"1:777","27,83 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","zapytaj","306 zl","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","apartamentowiec",NA,"tak",NA,"monitoring / ochrona",NA,NA,"silikat","250 191,70 zl","https://www.otodom.pl/pl/oferta/idealna-kawalerka-loggia-prowizja-0-ID4f8s6","bydgoszcz",NA
"1:778","36 m²","zapytaj","2 ","do remontu","3/11","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","tak","telewizja kablowa",NA,NA,NA,"wielka plyta","253 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-m-bydgoszcz-ID4f6AO","bydgoszcz",NA
"1:779","36 m²","zapytaj","2 ","zapytaj","5/11","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak",NA,NA,NA,NA,NA,"250 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-36-m-bydgoszcz-ID4f5sp","bydgoszcz",NA
"1:780","34,5 m²","zapytaj","2 ","zapytaj","parter/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok",NA,"nie",NA,NA,NA,NA,NA,"265 000 zl","https://www.otodom.pl/pl/oferta/m-3-kapusciska-blok-z-cegly-parter-inwestycja-ID4f12G","bydgoszcz",NA
"1:781","38 m²","zapytaj","2 ","zapytaj","2/3","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1968","blok","plastikowe","nie",NA,"monitoring / ochrona",NA,NA,NA,"319 000 zl","https://www.otodom.pl/pl/oferta/m-3-38m2-po-remoncie-i-modernizacji-okazja-warto-ID4eZxF","bydgoszcz",NA
"1:782","38 m²","zapytaj","2 ","zapytaj","8/10","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1982","blok","plastikowe","tak",NA,NA,NA,NA,NA,"298 000 zl","https://www.otodom.pl/pl/oferta/m-4-38m2-bartodzieje-doskonala-lokalizacja-okazja-ID4f1kH","bydgoszcz",NA
"1:783","25,42 m²","pelna wlasnosc","1 ","do wykonczenia","1/3","zapytaj","200 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1950",NA,"plastikowe","nie",NA,"teren zamkniety",NA,"piwnica",NA,"205 200 zl","https://www.otodom.pl/pl/oferta/w-odnowionym-budynku-nowa-kawalerka-ID4f1Q0","bydgoszcz",NA
"1:784","27,83 m²","zapytaj","1 ","zapytaj","1/5","zapytaj","zapytaj","zapytaj","Wirtualny spacer","zapytaj","pierwotny","biuro nieruchomosci ","2023","apartamentowiec",NA,"tak",NA,NA,NA,NA,NA,"250 192 zl","https://www.otodom.pl/pl/oferta/nowe-mieszkanie-nad-brda-torunska-ID4eyMR","bydgoszcz",NA
"1:785","34,62 m²","pelna wlasnosc","2 ","do wykonczenia","5/7","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"256 800 zl","https://www.otodom.pl/pl/oferta/nowy-wyszogrod-nowe-mieszkanie-wg-b1-54-ID4f0nS","bydgoszcz",NA
"1:786","34,62 m²","pelna wlasnosc","2 ","do wykonczenia","4/7","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"254 500 zl","https://www.otodom.pl/pl/oferta/nowy-wyszogrod-nowe-mieszkanie-wg-b1-50-ID4f0nJ","bydgoszcz",NA
"1:787","34,62 m²","pelna wlasnosc","2 ","do wykonczenia","3/7","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"252 300 zl","https://www.otodom.pl/pl/oferta/nowy-wyszogrod-nowe-mieszkanie-wg-b1-46-ID4f0nx","bydgoszcz",NA
"1:788","28 m²","zapytaj","1 ","zapytaj","parter","zapytaj","250 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"apartamentowiec","plastikowe","nie",NA,NA,NA,"piwnica",NA,"284 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-wyposazeniem-czyzkowko-ID4eZE7","bydgoszcz",NA
"1:789","37 m²","zapytaj","2 ","do zamieszkania","3/4","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie","telewizja kablowa",NA,NA,NA,"cegla","330 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-m-3-o-pow-37m2-lesne-ID4eZfx","bydgoszcz",NA
"1:790","21,8 m²","zapytaj","1 ","zapytaj","parter","zapytaj","135 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,NA,NA,"186 700 zl","https://www.otodom.pl/pl/oferta/kawalerka-po-generalnym-remoncie-okole-ID4eYL4","bydgoszcz",NA
"1:791","30,5 m²","zapytaj","1 ","zapytaj","parter","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,NA,NA,"224 300 zl","https://www.otodom.pl/pl/oferta/kawalerka-po-generalnym-remoncie-okole-ID4eYL3","bydgoszcz",NA
"1:792","25,8 m²","zapytaj","1 ","zapytaj","parter","zapytaj","166 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,NA,NA,"205 200 zl","https://www.otodom.pl/pl/oferta/kawalerka-po-generalnym-remoncie-okole-ID4eYL2","bydgoszcz",NA
"1:793","37,14 m²","zapytaj","2 ","zapytaj","3/1","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1980","blok",NA,"nie",NA,NA,NA,NA,"cegla","325 000 zl","https://www.otodom.pl/pl/oferta/wyremontowane-mieszkanie-z-balkonem-osiedle-lesne-ID4exku","bydgoszcz",NA
"1:794","24,46 m²","zapytaj","1 ","zapytaj","2","zapytaj","200 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1920","kamienica","plastikowe","nie",NA,NA,NA,NA,"cegla","193 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-spokojna-lokalizacja-w-centrum-ID4dORk","bydgoszcz",NA
"1:795","22 m²","zapytaj","2 ","zapytaj","1/2","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"105 000 zl","https://www.otodom.pl/pl/oferta/okazja-kawalerka-ID4eTXG","bydgoszcz",NA
"1:796","28,6 m²","zapytaj","2 ","zapytaj","1/2","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"142 000 zl","https://www.otodom.pl/pl/oferta/okazja-mieszkanie-2-pokoje-ID4eSZR","bydgoszcz",NA
"1:797","26 m²","pelna wlasnosc","1 ","zapytaj","2/3","zapytaj","200 zl","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ",NA,"kamienica",NA,"nie","internet",NA,NA,NA,"cegla","225 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-26-m-bydgoszcz-ID4eS53","bydgoszcz",NA
"1:798","25 m²","zapytaj","1 ","zapytaj","1/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,NA,"124 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-okazja-ID4eNGr","bydgoszcz",NA
"1:799","26,65 m²","pelna wlasnosc","1 ","do wykonczenia","4/4","zapytaj","200 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1900","kamienica","plastikowe","nie",NA,NA,NA,NA,"cegla","200 000 zl","https://www.otodom.pl/pl/oferta/wyjatkowa-kawalerka-ok-26-65-m2-ul-chrobrego-ID4eIAp","bydgoszcz",NA
"1:800","32,5 m²","zapytaj","2 ","zapytaj","parter","zapytaj","130 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,"piwnica","cegla","215 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-32-50-m-bydgoszcz-ID4eIhn","bydgoszcz",NA
"1:801","36,9 m²","pelna wlasnosc","2 ","do wykonczenia","parter/3","zapytaj","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2022","apartamentowiec","plastikowe","nie",NA,NA,NA,NA,"cegla","313 650 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-z-widokiem-na-rzeke-ID4eExV","bydgoszcz",NA
"1:802","37 m²","zapytaj","2 ","zapytaj","4/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok","plastikowe","nie",NA,"domofon / wideofon",NA,"piwnica",NA,"229 900 zl","https://www.otodom.pl/pl/oferta/tylko-u-nas-mieszkanie-2-pokojowe-w-bydgoszczy-ID4eDsU","bydgoszcz",NA
"1:803","29,98 m²","pelna wlasnosc","1 ","zapytaj","1","zapytaj","zapytaj","zapytaj","zapytaj","piece kaflowe","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,"domofon / wideofon",NA,"piwnica","cegla","167 900 zl","https://www.otodom.pl/pl/oferta/kawalerka-ul-leszczynskiego-bezposrednio-ID4eAZP","bydgoszcz",NA
"1:804","30 m²","zapytaj","1 ","zapytaj","3/2","balkon, taras","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2006","blok",NA,"nie",NA,NA,NA,NA,"beton","265 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-tarasem-gorzyskowo-ID4evLv","bydgoszcz",NA
"1:805","37 m²","pelna wlasnosc","2 ","zapytaj","1","balkon","146 zl","garaz/miejsce parkingowe","zapytaj","gazowe","wtórny","biuro nieruchomosci ","2014",NA,"plastikowe","tak",NA,NA,NA,"oddzielna kuchnia","cegla","315 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37-m-bydgoszcz-ID4erRV","bydgoszcz",NA
"1:806","36,95 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","balkon","zapytaj","garaz/miejsce parkingowe","","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/industria-urocze-mieszkanie-m12-c-ID4eaMR","bydgoszcz",NA
"1:807","38 m²","zapytaj","2 ","zapytaj","10/11","balkon","428 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","tak",NA,NA,NA,NA,NA,"280 000 zl","https://www.otodom.pl/pl/oferta/gotowiec-inwestycyjny-w-najlepszej-lokalizacji-ID4en73","bydgoszcz",NA
"1:808","35,1 m²","pelna wlasnosc","2 ","do zamieszkania","parter/4","zapytaj","zapytaj","garaz/miejsce parkingowe","tak","miejskie","pierwotny","biuro nieruchomosci ","2021","plomba","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon","zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",NA,"beton komórkowy","425 000 zl","https://www.otodom.pl/pl/oferta/piekne-nowe-mieszkanie-2-pokojowe-po-remoncie-ID4ejOC","bydgoszcz",NA
"1:809","32,4 m²","zapytaj","2 ","zapytaj","parter/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1930","kamienica",NA,"nie",NA,NA,NA,NA,NA,"215 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-sprzedaz-okole-ID4ef0y","bydgoszcz",NA
"1:810","32,13 m²","zapytaj","1 ","zapytaj","2/5","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowe-wyzyny-atrakcyjny-apartament-c55-ID4ddCi","bydgoszcz","2023-08-31"
"1:811","32,23 m²","zapytaj","2 ","do wykonczenia","8","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022",NA,NA,"tak","telewizja kablowa, internet","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/aura-towers-przytulne-mieszkanie-c8-65-ID4aw5v","bydgoszcz",NA
"1:812","32,13 m²","zapytaj","1 ","do wykonczenia","1/5","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","2022","apartamentowiec",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowe-wyzyny-atrakcyjny-apartament-c52-ID4ddBh","bydgoszcz",NA
"1:813","36,99 m²","pelna wlasnosc","2 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"340 308 zl","https://www.otodom.pl/pl/oferta/industria-ustawne-mieszkanie-m46-c-ID4eaWe","bydgoszcz",NA
"1:814","37,57 m²","pelna wlasnosc","2 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","","zapytaj","pierwotny","deweloper","2023","blok",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"345 644 zl","https://www.otodom.pl/pl/oferta/industria-urocze-mieszkanie-m45-c-ID4eaWb","bydgoszcz",NA
"1:815","32,23 m²","zapytaj","2 ","do wykonczenia","9","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","deweloper","2022",NA,NA,"tak","telewizja kablowa, internet","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/aura-towers-wyjatkowe-mieszkanie-c9-73-ID4aw6W","bydgoszcz",NA
"1:816","35,34 m²","zapytaj","3 ","do zamieszkania","parter/4","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,NA,"plastikowe","nie",NA,NA,NA,"piwnica",NA,"255 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-na-bloniu-parter-ID4dZx3","bydgoszcz","2022-01-29"
"1:817","37 m²","pelna wlasnosc","2 ","do zamieszkania","3/4","zapytaj","zapytaj","zapytaj","zapytaj","gazowe","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,"domofon / wideofon",NA,NA,"cegla","229 000 zl","https://www.otodom.pl/pl/oferta/ladne-mieszkanie-w-bydgoszczy-ID4dWWj","bydgoszcz",NA
"1:818","32,13 m²","zapytaj","1 ","do wykonczenia","3/5","balkon","zapytaj","zapytaj","zapytaj","zapytaj","pierwotny","deweloper","2023","apartamentowiec",NA,"tak","internet, telefon","domofon / wideofon",NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/nowe-wyzyny-atrakcyjny-apartament-c58-ID4ddDF","bydgoszcz","2023-08-31"
"1:819","27,47 m²","zapytaj","1 ","zapytaj","2/2","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,"kamienica","plastikowe","nie",NA,NA,NA,NA,NA,"210 000 zl","https://www.otodom.pl/pl/oferta/piekne-mieszkanie-z-widokiem-na-park-ID4dPAW","bydgoszcz",NA
