"","Powierzchnia","Forma wlasnosci","Liczba pokoi","Stan wykonczenia","Pietro","Balkon / ogród / taras","Czynsz","Miejsce parkingowe","Obsluga zdalna","Ogrzewanie","Rynek","Typ ogloszeniodawcy","Rok budowy","Rodzaj zabudowy","Okna","Winda","Media","Zabezpieczenia","Wyposazenie","Material budynku","cena","urlo","miasto","Informacje dodatkowe","Dostepne od"
"1:3228","35 m²","pelna wlasnosc","2 ","do zamieszkania","2/5","zapytaj","300 zl","zapytaj","","miejskie","wtórny","biuro nieruchomosci ","1954","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona, rolety antywlamaniowe",NA,"cegla","489 000 zl","https://www.otodom.pl/pl/oferta/mozliwe-kompaktowe-dwa-pokoje-po-remoncie-ID4f8uo","warszawa","oddzielna kuchnia, pom. uzytkowe",NA
"1:3229","31 m²","pelna wlasnosc","2 ","do wykonczenia","parter/7","ogródek","300 zl","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2023","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"cegla","364 000 zl","https://www.otodom.pl/pl/oferta/obok-factory-ursus-ogrod-22m2-odbior-ii-kw-2023-ID4f7g9","warszawa",NA,NA
"1:3230","28,53 m²","zapytaj","1 ","do zamieszkania","parter/2","zapytaj","280 zl","garaz/miejsce parkingowe","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2010",NA,"plastikowe","nie",NA,NA,"lodówka, meble, piekarnik, kuchenka, pralka",NA,"339 000 zl","https://www.otodom.pl/pl/oferta/nowoczesna-kawalerka-nowe-budownictwo-ogrodek-ID4f590","warszawa",NA,NA
"1:3231","35 m²","pelna wlasnosc","1 ","zapytaj","2/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","2000",NA,"plastikowe","nie",NA,NA,NA,NA,"428 268 zl","https://www.otodom.pl/pl/oferta/mieszkanie-warszawa-bialoleka-ID4f6Zb","warszawa",NA,NA
"1:3232","27 m²","zapytaj","2 ","do remontu","7/10","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"blok",NA,"tak",NA,NA,NA,"wielka plyta","362 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-na-mokotowie-nieopodal-stacji-wilanowska-ID4f4SA","warszawa","piwnica, pom. uzytkowe",NA
"1:3233","37 m²","zapytaj","2 ","zapytaj","3/6","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023","blok","plastikowe","tak",NA,"monitoring / ochrona",NA,NA,"513 000 zl","https://www.otodom.pl/pl/oferta/kompaktowe-2-pokoje-37-m-blisko-metra-ID4f4Eg","warszawa","oddzielna kuchnia",NA
"1:3234","35,5 m²","pelna wlasnosc","1 ","do zamieszkania","7/10","balkon","300 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2016","apartamentowiec","plastikowe","tak","telewizja kablowa, internet","monitoring / ochrona",NA,NA,"820 000 zl","https://www.otodom.pl/pl/oferta/funkcjonalna-kawalerka-w-stylu-loft-przy-metro-ID4f4re","warszawa",NA,NA
"1:3235","35,17 m²","pelna wlasnosc","2 ","zapytaj","parter/5","ogródek","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2023","blok","plastikowe","nie","internet","domofon / wideofon",NA,NA,"404 455 zl","https://www.otodom.pl/pl/oferta/dwa-pokoje-z-33metrowym-ogrodkiem-ID4f3Uf","warszawa",NA,"2023-06-30"
"1:3236","27,15 m²","pelna wlasnosc","2 ","do wykonczenia","2/5","zapytaj","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-27m2-bez-prowizji-ID4f3ss","warszawa",NA,NA
"1:3237","28,92 m²","pelna wlasnosc","2 ","do wykonczenia","3/5","zapytaj","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-28m2-bez-posrednikow-ID4f3sl","warszawa",NA,NA
"1:3238","26,91 m²","pelna wlasnosc","2 ","do wykonczenia","1/5","zapytaj","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-26m2-bez-posrednikow-ID4f3sf","warszawa",NA,NA
"1:3239","38 m²","zapytaj","2 ","zapytaj","3/4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1973",NA,NA,"nie",NA,NA,NA,NA,"490 000 zl","https://www.otodom.pl/pl/oferta/2-pokoje-duzy-balkon-saska-kepa-ID4f2Bp","warszawa",NA,NA
"1:3240","36 m²","spóldzielcze wl. z KW","2 ","do zamieszkania","5/10","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1968","blok","plastikowe","tak","internet","monitoring / ochrona","meble","zelbet","580 000 zl","https://www.otodom.pl/pl/oferta/2-pok-z-balkonem-powisle-ID4f0Cy","warszawa","piwnica, oddzielna kuchnia",NA
"1:3241","30 m²","pelna wlasnosc","1 ","zapytaj","4/4","balkon","480 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1939","kamienica",NA,"tak",NA,"monitoring / ochrona",NA,"cegla","618 000 zl","https://www.otodom.pl/pl/oferta/wysokie-klimatyczne-od-zaraz-ID4eYPv","warszawa","piwnica, oddzielna kuchnia",NA
"1:3242","36,43 m²","pelna wlasnosc","2 ","do wykonczenia","3/6","balkon","zapytaj","zapytaj","tak","miejskie","pierwotny","biuro nieruchomosci ","2024","apartamentowiec","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"521 240 zl","https://www.otodom.pl/pl/oferta/kameralny-budynek-2-pokoje-balkon-12-m2-ID4eY2S","warszawa",NA,NA
"1:3243","37 m²","zapytaj","2 ","zapytaj","1/4","balkon","490 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1972","blok",NA,"nie",NA,NA,NA,"wielka plyta","479 999 zl","https://www.otodom.pl/pl/oferta/mieszkanie-37m-wlochy-1-sierpnia-ID4eY42","warszawa",NA,"2022-01-18"
"1:3244","26 m²","zapytaj","2 ","zapytaj","9/9","zapytaj","410 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1987","blok",NA,"tak",NA,"monitoring / ochrona",NA,NA,"350 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-z-oddzielnym-aneksem-kuchennym-26-m2-ID4eVTN","warszawa","oddzielna kuchnia",NA
"1:3245","6 m²","pelna wlasnosc","3 ","do wykonczenia","> 10/21","balkon, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2021","blok",NA,"tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,NA,"951 000 zl","https://www.otodom.pl/pl/oferta/wola-metro-plocka-na-2022rok-klima-recepcja-pilnie-ID44CqZ","warszawa","piwnica, pom. uzytkowe",NA
"1:3246","21,97 m²","pelna wlasnosc","1 ","do wykonczenia","5/7","zapytaj","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-21m2-bezposrednio-ID4d7BM","warszawa",NA,NA
"1:3247","35,37 m²","pelna wlasnosc","1 ","zapytaj","3/4","balkon","zapytaj","zapytaj","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2022",NA,"plastikowe","tak",NA,"domofon / wideofon, monitoring / ochrona",NA,NA,"380 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-sasiedztwie-galerii-polnocnej-ID4eU5K","warszawa","piwnica","2022-09-30"
"1:3248","25,9 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","zapytaj","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-bezposrednio-ID4eU18","warszawa",NA,NA
"1:3249","32,92 m²","pelna wlasnosc","1 ","do wykonczenia","parter/4","zapytaj","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-bez-prowizji-ID4eU15","warszawa",NA,NA
"1:3250","35,79 m²","pelna wlasnosc","1 ","do wykonczenia","parter/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4eTH3","warszawa",NA,NA
"1:3251","35,79 m²","pelna wlasnosc","1 ","do wykonczenia","parter/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4eTH1","warszawa",NA,NA
"1:3252","34 m²","pelna wlasnosc","2 ","do zamieszkania","> 10/14","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1975","blok",NA,"tak","internet, telefon","domofon / wideofon","meble",NA,"478 000 zl","https://www.otodom.pl/pl/oferta/bezposrednio-po-remoncie-2pok-ciche-balkon-ID4eTlL","warszawa","piwnica",NA
"1:3253","36 m²","zapytaj","2 ","zapytaj","3/3","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,"480 000 zl","https://www.otodom.pl/pl/oferta/atrakcyjne-2-pokojowe-praga-poludnie-ID4eSSU","warszawa",NA,NA
"1:3254","35 m²","pelna wlasnosc","2 ","do zamieszkania","6/6","zapytaj","420 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2013",NA,NA,"tak",NA,"monitoring / ochrona",NA,NA,"450 000 zl","https://www.otodom.pl/pl/oferta/skorosze-mega-okazja-ideal-ID4eRXO","warszawa",NA,NA
"1:3255","28,52 m²","pelna wlasnosc","1 ","do wykonczenia","3/7","zapytaj","zapytaj","zapytaj","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-28m2-bezposrednio-ID4d7Bv","warszawa",NA,NA
"1:3256","36,13 m²","zapytaj","2 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","zapytaj","pierwotny","biuro nieruchomosci ","2021",NA,"plastikowe","nie",NA,NA,NA,NA,"380 000 zl","https://www.otodom.pl/pl/oferta/nowe-2-pokoje-garaz-ID4bmBB","warszawa",NA,NA
"1:3257","35,79 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4eRdB","warszawa",NA,NA
"1:3258","35,79 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-ID4eRdA","warszawa",NA,NA
"1:3259","35,79 m²","pelna wlasnosc","1 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4eRdq","warszawa",NA,NA
"1:3260","35,79 m²","pelna wlasnosc","1 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bez-prowizji-ID4eRdn","warszawa",NA,NA
"1:3261","35,79 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4eRd8","warszawa",NA,NA
"1:3262","35,79 m²","pelna wlasnosc","1 ","do wykonczenia","2/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4eRd7","warszawa",NA,NA
"1:3263","35,79 m²","pelna wlasnosc","1 ","do wykonczenia","1/2","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-ID4eRcY","warszawa",NA,NA
"1:3264","36,06 m²","pelna wlasnosc","2 ","zapytaj","3/8","balkon","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","blok","plastikowe","nie","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, domofon / wideofon, monitoring / ochrona",NA,"cegla","521 700 zl","https://www.otodom.pl/pl/oferta/bemowo-2-pokoje-dobra-lokalizacja-ID4eOs1","warszawa",NA,NA
"1:3265","37,5 m²","pelna wlasnosc","2 ","zapytaj","2/3","zapytaj","450 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1970","blok","plastikowe","nie",NA,"domofon / wideofon",NA,"cegla","519 900 zl","https://www.otodom.pl/pl/oferta/2-pokoje-na-mokotowie-swietna-lokalizacja-ID4eyTz","warszawa","piwnica",NA
"1:3266","26 m²","pelna wlasnosc","2 ","do zamieszkania","2/8","balkon","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","2021","apartamentowiec","drewniane","tak","internet","monitoring / ochrona","meble","cegla","767 000 zl","https://www.otodom.pl/pl/oferta/lux-2-pokoje-w-browarach-warszawskich-ID4eNCi","warszawa",NA,NA
"1:3267","25 m²","spóldzielcze wlasnosciowe","1 ","do zamieszkania","4/4","zapytaj","350 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ",NA,"kamienica",NA,"nie",NA,NA,NA,"cegla","319 000 zl","https://www.otodom.pl/pl/oferta/mega-kawalerka-super-cena-ID4eNjt","warszawa",NA,NA
"1:3268","35,95 m²","pelna wlasnosc","1 ","do wykonczenia","5/5","balkon","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-35m2-balkon-bezposrednio-ID4eLYk","warszawa",NA,NA
"1:3269","26 m²","pelna wlasnosc","1 ","zapytaj","2/4","zapytaj","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1970","blok","plastikowe","nie","telewizja kablowa, internet","domofon / wideofon",NA,NA,"459 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-26-m2-2pok-broniewskiegosady-zoliborskie-ID4eJnE","warszawa","piwnica",NA
"1:3270","31,2 m²","zapytaj","2 ","zapytaj","3/7","balkon","zapytaj","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1984","blok","plastikowe","nie",NA,"drzwi / okna antywlamaniowe",NA,NA,"412 000 zl","https://www.otodom.pl/pl/oferta/dwupokojowe-funkcjonalne-mieszkanie-ID4eJj6","warszawa","piwnica",NA
"1:3271","36,93 m²","zapytaj","2 ","do wykonczenia","3/6","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"inne","518 000 zl","https://www.otodom.pl/pl/oferta/ostatnie-2-pok-i-nowa-inwestycja-i-0-pcc-ID4eJ3V","warszawa","pom. uzytkowe","2024-03-31"
"1:3272","36,93 m²","zapytaj","2 ","do wykonczenia","3/6","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"inne","494 000 zl","https://www.otodom.pl/pl/oferta/ostatnie-2-pok-i-nowa-inwestycja-i-0-pcc-ID4eJ3S","warszawa","pom. uzytkowe","2024-03-31"
"1:3273","35,68 m²","zapytaj","2 ","do wykonczenia","parter/6","balkon, ogródek, taras","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2024","blok","plastikowe","tak","telewizja kablowa, internet, telefon","drzwi / okna antywlamaniowe, teren zamkniety, domofon / wideofon, monitoring / ochrona",NA,"inne","487 000 zl","https://www.otodom.pl/pl/oferta/ostatnie-2-pokoje-z-ogrodkiem-i-0-pcc-ID4eJ3Q","warszawa","pom. uzytkowe","2024-03-31"
"1:3274","34 m²","pelna wlasnosc","1 ","do zamieszkania","parter/4","zapytaj","400 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1899","kamienica","plastikowe","nie","telewizja kablowa, internet",NA,"meble","cegla","445 000 zl","https://www.otodom.pl/pl/oferta/metro-przedwojenna-kamienica-ID4cvyo","warszawa",NA,"2022-06-26"
"1:3275","32,71 m²","pelna wlasnosc","2 ","do wykonczenia","2/3","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Zapytaj o cene","https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-32m2-loggia-ID4dbvS","warszawa",NA,NA
"1:3276","38 m²","zapytaj","2 ","zapytaj","4","zapytaj","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"nie",NA,NA,NA,NA,"549 000 zl","https://www.otodom.pl/pl/oferta/atrakcyjne-2-pokojowe-saska-kepa-ID4eHKx","warszawa",NA,NA
"1:3277","35,84 m²","zapytaj","1 ","zapytaj","> 10/29","zapytaj","zapytaj","garaz/miejsce parkingowe","zapytaj","miejskie","pierwotny","biuro nieruchomosci ","2023",NA,NA,"tak",NA,"monitoring / ochrona",NA,NA,"796 060 zl","https://www.otodom.pl/pl/oferta/nowa-inwestycja-premium-ID49w1P","warszawa","pom. uzytkowe","2023-09-30"
"1:3278","37,35 m²","spóldzielcze wl. z KW","2 ","do remontu","6/16","balkon","666 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1972",NA,NA,"tak","telewizja kablowa, internet","monitoring / ochrona",NA,NA,"495 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-woli-ID4eEnl","warszawa","piwnica",NA
"1:3279","38 m²","zapytaj","2 ","zapytaj","3/7","balkon","zapytaj","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ",NA,NA,NA,"tak",NA,NA,NA,NA,"494 000 zl","https://www.otodom.pl/pl/oferta/mieszkanie-srodmiescie-ID4eEfb","warszawa",NA,NA
"1:3280","33,8 m²","pelna wlasnosc","1 ","do zamieszkania","2/4","balkon","320 zl","zapytaj","zapytaj","zapytaj","wtórny","biuro nieruchomosci ","1957",NA,"plastikowe","nie",NA,NA,NA,NA,"420 000 zl","https://www.otodom.pl/pl/oferta/kamienica33-m2widna-oddzielna-kuchnia-ID4eDRw","warszawa","piwnica",NA
"1:3281","26,2 m²","pelna wlasnosc","1 ","do zamieszkania","7/7","zapytaj","300 zl","zapytaj","tak","miejskie","wtórny","biuro nieruchomosci ","2016","apartamentowiec","plastikowe","tak",NA,"system alarmowy, domofon / wideofon, monitoring / ochrona","zmywarka, lodówka, meble, kuchenka, pralka","cegla","579 000 zl","https://www.otodom.pl/pl/oferta/kawalerka-w-swietnej-loaklizacji-ID4eBCn","warszawa",NA,NA
"1:3282","22,6 m²","pelna wlasnosc","1 ","do zamieszkania","2/3","zapytaj","290 zl","zapytaj","zapytaj","miejskie","wtórny","biuro nieruchomosci ","1930","kamienica",NA,"nie",NA,NA,"meble","cegla","510 000 zl","https://www.otodom.pl/pl/oferta/piekne-mokotow-park-kamienica-przedwojenna-ID4eBuJ","warszawa","piwnica, pom. uzytkowe",NA
"1:3283","28,8 m²","pelna wlasnosc","1 ","do wykonczenia","9/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"533 172 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB8H","warszawa",NA,NA
"1:3284","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","10/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"543 993 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bez-prowizji-ID4eB8E","warszawa",NA,NA
"1:3285","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","10/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"544 521 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bezposrednio-ID4eB8C","warszawa",NA,NA
"1:3286","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","9/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"534 092 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB8D","warszawa",NA,NA
"1:3287","28,8 m²","pelna wlasnosc","1 ","do wykonczenia","10/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"543 072 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bez-prowizji-ID4eB8B","warszawa",NA,NA
"1:3288","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","10/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"543 993 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bezposrednio-ID4eB8A","warszawa",NA,NA
"1:3289","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","8/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"526 568 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB8u","warszawa",NA,NA
"1:3290","25 m²","pelna wlasnosc","1 ","do wykonczenia","10/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"466 536 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-loggia-bez-prowizji-ID4eB8w","warszawa",NA,NA
"1:3291","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","8/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"527 096 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB8s","warszawa",NA,NA
"1:3292","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","9/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"534 488 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bezposrednio-ID4eB8q","warszawa",NA,NA
"1:3293","25 m²","pelna wlasnosc","1 ","do wykonczenia","9/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"458 218 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-loggia-bez-prowizji-ID4eB8o","warszawa",NA,NA
"1:3294","25 m²","pelna wlasnosc","1 ","do wykonczenia","8/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"451 792 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-loggia-bezposrednio-ID4eB8m","warszawa",NA,NA
"1:3295","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","9/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"534 092 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB8i","warszawa",NA,NA
"1:3296","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","7/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"521 552 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB8e","warszawa",NA,NA
"1:3297","28,9 m²","pelna wlasnosc","1 ","do wykonczenia","8/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"526 568 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-bezposrednio-ID4eB8b","warszawa",NA,NA
"1:3298","28,8 m²","pelna wlasnosc","1 ","do wykonczenia","7/10","zapytaj","zapytaj","garaz/miejsce parkingowe","Wirtualny spacer","zapytaj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"520 631 zl","https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-loggia-ID4eB89","warszawa",NA,NA
